   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_001\Image_001.png', cX=  37, cY= 225, Frame=   150
  34,   66, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_066.png', cX=3661, cY=1254, Frame=   651
  35,   61, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_061.png', cX=2554, cY= 532, Frame=   651
  36,   61, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_061.png', cX=2671, cY= 776, Frame=   651
  37,   60, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_037\Image_060.png', cX=3875, cY=1371, Frame=   651
  38,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_051.png', cX=2394, cY=1757, Frame=   651
  39,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_044.png', cX=2999, cY= 977, Frame=   651
  40,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_030.png', cX=2093, cY= 990, Frame=   651
  41,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_023.png', cX=1226, cY=1350, Frame=   651
  43,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_017.png', cX= 912, cY= 830, Frame=   651
  32,   75, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_075.png', cX=4011, cY=1355, Frame=   652
  34,   67, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_067.png', cX=3712, cY=1265, Frame=   652
  35,   62, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_062.png', cX=2592, cY= 532, Frame=   652
  36,   62, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_062.png', cX=2704, cY= 776, Frame=   652
  37,   61, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_037\Image_061.png', cX=3940, cY=1373, Frame=   652
  38,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_052.png', cX=2429, cY=1757, Frame=   652
  39,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_045.png', cX=3055, cY= 977, Frame=   652
  40,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_031.png', cX=2145, cY= 988, Frame=   652
  41,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_024.png', cX=1267, cY=1351, Frame=   652
  43,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_018.png', cX= 951, cY= 830, Frame=   652
  32,   76, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_032\Image_076.png', cX=4061, cY=1353, Frame=   653
  34,   68, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_068.png', cX=3758, cY=1262, Frame=   653
  35,   63, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_063.png', cX=2629, cY= 531, Frame=   653
  36,   63, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_063.png', cX=2736, cY= 776, Frame=   653
  37,   62, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_037\Image_062.png', cX=4009, cY=1372, Frame=   653
  38,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_053.png', cX=2465, cY=1758, Frame=   653
  39,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_046.png', cX=3112, cY= 976, Frame=   653
  40,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_032.png', cX=2199, cY= 991, Frame=   653
  41,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_025.png', cX=1309, cY=1350, Frame=   653
  43,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_019.png', cX= 989, cY= 829, Frame=   653
  34,   69, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_069.png', cX=3815, cY=1266, Frame=   654
  35,   64, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_064.png', cX=2667, cY= 531, Frame=   654
  36,   64, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_064.png', cX=2769, cY= 776, Frame=   654
  37,   63, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_037\Image_063.png', cX=4072, cY=1372, Frame=   654
  38,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_054.png', cX=2502, cY=1757, Frame=   654
  39,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_047.png', cX=3167, cY= 976, Frame=   654
  40,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_033.png', cX=2252, cY= 987, Frame=   654
  41,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_026.png', cX=1350, cY=1348, Frame=   654
  43,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_020.png', cX=1029, cY= 829, Frame=   654
  34,   70, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_070.png', cX=3874, cY=1266, Frame=   655
  35,   65, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_065.png', cX=2704, cY= 531, Frame=   655
  36,   65, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_065.png', cX=2802, cY= 777, Frame=   655
  38,   55, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_055.png', cX=2537, cY=1757, Frame=   655
  39,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_048.png', cX=3222, cY= 975, Frame=   655
  40,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_034.png', cX=2306, cY= 987, Frame=   655
  41,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_027.png', cX=1390, cY=1348, Frame=   655
  43,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_021.png', cX=1069, cY= 828, Frame=   655
  34,   71, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_071.png', cX=3931, cY=1265, Frame=   656
  35,   66, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_066.png', cX=2740, cY= 530, Frame=   656
  36,   66, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_066.png', cX=2838, cY= 779, Frame=   656
  38,   56, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_056.png', cX=2572, cY=1757, Frame=   656
  39,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_049.png', cX=3277, cY= 973, Frame=   656
  41,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_028.png', cX=1430, cY=1349, Frame=   656
  43,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_022.png', cX=1109, cY= 827, Frame=   656
  34,   72, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_072.png', cX=3976, cY=1268, Frame=   657
  35,   67, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_067.png', cX=2777, cY= 529, Frame=   657
  36,   67, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_067.png', cX=2875, cY= 778, Frame=   657
  38,   57, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_057.png', cX=2608, cY=1757, Frame=   657
  39,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_050.png', cX=3331, cY= 972, Frame=   657
  40,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_035.png', cX=2412, cY= 984, Frame=   657
  41,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_029.png', cX=1472, cY=1348, Frame=   657
  43,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_023.png', cX=1151, cY= 828, Frame=   657
  34,   73, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_073.png', cX=4025, cY=1266, Frame=   658
  35,   68, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_068.png', cX=2815, cY= 529, Frame=   658
  36,   68, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_068.png', cX=2913, cY= 777, Frame=   658
  38,   58, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_058.png', cX=2643, cY=1758, Frame=   658
  39,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_051.png', cX=3386, cY= 971, Frame=   658
  40,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_036.png', cX=2465, cY= 984, Frame=   658
  41,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_030.png', cX=1510, cY=1348, Frame=   658
  43,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_024.png', cX=1189, cY= 826, Frame=   658
  34,   74, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_034\Image_074.png', cX=4070, cY=1260, Frame=   659
  35,   69, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_069.png', cX=2853, cY= 528, Frame=   659
  36,   69, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_069.png', cX=2953, cY= 777, Frame=   659
  38,   59, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_059.png', cX=2677, cY=1758, Frame=   659
  39,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_052.png', cX=3439, cY= 970, Frame=   659
  40,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_037.png', cX=2518, cY= 982, Frame=   659
  41,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_031.png', cX=1551, cY=1349, Frame=   659
  43,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_025.png', cX=1231, cY= 826, Frame=   659
  35,   70, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_070.png', cX=2891, cY= 527, Frame=   660
  36,   70, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_070.png', cX=2996, cY= 776, Frame=   660
  38,   60, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_060.png', cX=2713, cY=1757, Frame=   660
  39,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_053.png', cX=3492, cY= 967, Frame=   660
  40,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_038.png', cX=2569, cY= 981, Frame=   660
  41,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_032.png', cX=1592, cY=1349, Frame=   660
  43,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_026.png', cX=1273, cY= 825, Frame=   660
  35,   71, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_071.png', cX=2929, cY= 526, Frame=   661
  36,   71, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_071.png', cX=3041, cY= 777, Frame=   661
  38,   61, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_061.png', cX=2747, cY=1757, Frame=   661
  39,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_054.png', cX=3545, cY= 964, Frame=   661
  40,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_039.png', cX=2623, cY= 980, Frame=   661
  41,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_033.png', cX=1632, cY=1348, Frame=   661
  43,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_027.png', cX=1313, cY= 825, Frame=   661
  35,   72, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_072.png', cX=2966, cY= 527, Frame=   662
  36,   72, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_072.png', cX=3085, cY= 778, Frame=   662
  38,   62, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_062.png', cX=2780, cY=1757, Frame=   662
  39,   55, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_055.png', cX=3596, cY= 962, Frame=   662
  40,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_040.png', cX=2676, cY= 980, Frame=   662
  41,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_034.png', cX=1671, cY=1348, Frame=   662
  43,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_028.png', cX=1353, cY= 823, Frame=   662
  35,   73, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_073.png', cX=3003, cY= 526, Frame=   663
  36,   73, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_073.png', cX=3130, cY= 776, Frame=   663
  38,   63, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_063.png', cX=2814, cY=1757, Frame=   663
  39,   56, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_056.png', cX=3647, cY= 956, Frame=   663
  40,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_041.png', cX=2727, cY= 980, Frame=   663
  41,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_035.png', cX=1708, cY=1348, Frame=   663
  43,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_029.png', cX=1394, cY= 824, Frame=   663
  35,   74, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_074.png', cX=3041, cY= 525, Frame=   664
  36,   74, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_074.png', cX=3176, cY= 775, Frame=   664
  38,   64, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_064.png', cX=2848, cY=1757, Frame=   664
  39,   57, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_057.png', cX=3705, cY= 948, Frame=   664
  40,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_042.png', cX=2778, cY= 979, Frame=   664
  41,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_036.png', cX=1746, cY=1348, Frame=   664
  43,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_030.png', cX=1432, cY= 823, Frame=   664
  35,   75, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_075.png', cX=3078, cY= 525, Frame=   665
  36,   75, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_075.png', cX=3221, cY= 774, Frame=   665
  38,   65, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_065.png', cX=2882, cY=1756, Frame=   665
  40,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_043.png', cX=2830, cY= 978, Frame=   665
  41,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_037.png', cX=1784, cY=1346, Frame=   665
  43,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_031.png', cX=1473, cY= 822, Frame=   665
  35,   76, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_076.png', cX=3115, cY= 523, Frame=   666
  36,   76, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_076.png', cX=3265, cY= 772, Frame=   666
  38,   66, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_066.png', cX=2916, cY=1756, Frame=   666
  40,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_044.png', cX=2881, cY= 978, Frame=   666
  41,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_038.png', cX=1821, cY=1346, Frame=   666
  43,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_032.png', cX=1512, cY= 822, Frame=   666
  35,   77, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_077.png', cX=3152, cY= 523, Frame=   667
  36,   77, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_077.png', cX=3312, cY= 773, Frame=   667
  38,   67, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_067.png', cX=2951, cY=1757, Frame=   667
  39,   58, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_058.png', cX=3868, cY= 932, Frame=   667
  40,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_045.png', cX=2932, cY= 976, Frame=   667
  41,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_039.png', cX=1859, cY=1347, Frame=   667
  43,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_033.png', cX=1551, cY= 822, Frame=   667
  35,   78, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_078.png', cX=3190, cY= 522, Frame=   668
  36,   78, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_078.png', cX=3357, cY= 772, Frame=   668
  38,   68, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_068.png', cX=2985, cY=1756, Frame=   668
  39,   59, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_059.png', cX=3917, cY= 926, Frame=   668
  40,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_046.png', cX=2985, cY= 977, Frame=   668
  41,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_040.png', cX=1897, cY=1346, Frame=   668
  43,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_034.png', cX=1590, cY= 821, Frame=   668
  35,   79, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_079.png', cX=3227, cY= 521, Frame=   669
  36,   79, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_079.png', cX=3401, cY= 769, Frame=   669
  38,   69, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_069.png', cX=3020, cY=1756, Frame=   669
  39,   60, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_060.png', cX=3972, cY= 919, Frame=   669
  40,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_047.png', cX=3036, cY= 976, Frame=   669
  41,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_041.png', cX=1935, cY=1346, Frame=   669
  43,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_035.png', cX=1628, cY= 822, Frame=   669
  35,   80, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_080.png', cX=3265, cY= 520, Frame=   670
  36,   80, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_080.png', cX=3444, cY= 766, Frame=   670
  38,   70, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_070.png', cX=3055, cY=1756, Frame=   670
  39,   61, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_061.png', cX=4026, cY= 916, Frame=   670
  40,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_048.png', cX=3087, cY= 975, Frame=   670
  41,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_042.png', cX=1976, cY=1346, Frame=   670
  43,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_036.png', cX=1667, cY= 821, Frame=   670
  35,   81, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_081.png', cX=3303, cY= 519, Frame=   671
  36,   81, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_081.png', cX=3485, cY= 764, Frame=   671
  38,   71, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_071.png', cX=3089, cY=1756, Frame=   671
  39,   62, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_039\Image_062.png', cX=4080, cY= 916, Frame=   671
  40,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_049.png', cX=3140, cY= 974, Frame=   671
  41,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_043.png', cX=2014, cY=1344, Frame=   671
  43,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_037.png', cX=1705, cY= 821, Frame=   671
  35,   82, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_082.png', cX=3341, cY= 518, Frame=   672
  36,   82, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_082.png', cX=3522, cY= 761, Frame=   672
  38,   72, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_072.png', cX=3122, cY=1756, Frame=   672
  40,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_050.png', cX=3189, cY= 974, Frame=   672
  41,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_044.png', cX=2051, cY=1344, Frame=   672
  43,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_038.png', cX=1743, cY= 821, Frame=   672
  35,   83, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_083.png', cX=3378, cY= 517, Frame=   673
  36,   83, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_083.png', cX=3559, cY= 759, Frame=   673
  38,   73, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_073.png', cX=3156, cY=1756, Frame=   673
  40,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_051.png', cX=3240, cY= 975, Frame=   673
  41,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_045.png', cX=2089, cY=1343, Frame=   673
  43,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_039.png', cX=1780, cY= 819, Frame=   673
  35,   84, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_084.png', cX=3416, cY= 516, Frame=   674
  36,   84, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_084.png', cX=3594, cY= 755, Frame=   674
  38,   74, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_074.png', cX=3189, cY=1756, Frame=   674
  40,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_052.png', cX=3291, cY= 973, Frame=   674
  41,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_046.png', cX=2127, cY=1342, Frame=   674
  43,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_040.png', cX=1820, cY= 818, Frame=   674
  35,   85, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_085.png', cX=3454, cY= 515, Frame=   675
  36,   85, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_085.png', cX=3627, cY= 751, Frame=   675
  38,   75, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_075.png', cX=3223, cY=1756, Frame=   675
  40,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_053.png', cX=3339, cY= 971, Frame=   675
  41,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_047.png', cX=2165, cY=1343, Frame=   675
  43,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_043\Image_041.png', cX=1857, cY= 818, Frame=   675
  35,   86, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_035\Image_086.png', cX=3492, cY= 513, Frame=   676
  36,   86, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_036\Image_086.png', cX=3662, cY= 747, Frame=   676
  38,   76, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_038\Image_076.png', cX=3255, cY=1757, Frame=   676
  40,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_040\Image_054.png', cX=3388, cY= 969, Frame=   676
  41,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 4\Images_001\Object_041\Image_048.png', cX=2200, cY=1343, Frame=   676
